-214,249,-8,-1,0,0,26,34,-40
-172,249,-7,0,0,0,26,34,-40
-114,249,-7,0,0,1,26,34,-40
-53,249,-7,0,0,1,26,34,-40
1,249,-8,0,0,1,26,34,-40
41,249,-8,0,0,1,39,39,-46
69,249,-7,0,0,1,39,39,-46
93,212,-7,0,0,1,39,39,-46
128,163,-7,0,0,1,39,39,-46
179,107,-8,0,0,1,39,39,-46
233,32,-7,0,0,1,39,39,-46
249,-60,-8,0,0,1,39,39,-46
249,-161,-8,0,0,1,39,39,-46
249,-250,-8,0,0,1,39,39,-46
249,-250,-7,0,0,1,39,39,-46
249,-250,-8,0,0,1,39,39,-46
249,-250,-7,0,0,1,39,39,-46
249,-250,-8,0,0,1,34,35,-48
249,-250,-7,0,0,0,34,35,-48
249,-250,-7,0,0,0,34,35,-48
249,-250,-8,0,0,0,34,35,-48
249,-250,-8,1,0,0,34,35,-48
249,-250,-8,1,0,0,34,35,-48
249,-250,-8,1,0,0,34,35,-48
249,-250,-8,1,0,-1,34,35,-48
249,-250,-8,1,0,-1,34,35,-48
249,-250,-8,0,0,-1,34,35,-48
249,-250,-8,0,0,-1,34,35,-48
249,-169,-8,0,0,-2,34,35,-48
249,-112,-8,0,0,-2,34,35,-48
249,-92,-8,0,0,-1,16,35,-50
249,-77,-8,0,0,-1,16,35,-50
249,-34,-8,-1,0,-1,16,35,-50
238,42,-8,-1,0,-2,16,35,-50
121,145,-8,-1,0,-2,16,35,-50
-6,249,-7,-1,0,-2,16,35,-50
-111,249,-8,-1,0,-2,16,35,-50
-179,249,-8,-1,0,-2,16,35,-50
-217,249,-8,-1,0,-1,16,35,-50
-215,249,-8,-1,0,-1,16,35,-50
-172,249,-8,-1,0,-1,16,35,-50
-129,249,-8,-1,0,0,16,35,-50
-99,249,-8,0,0,0,31,35,-41
-82,249,-8,0,0,0,31,35,-41
-82,249,-8,0,0,0,31,35,-41
-107,249,-7,0,0,0,31,35,-41
-145,249,-8,-1,0,0,31,35,-41
-162,249,-8,-1,0,0,31,35,-41
-130,249,-8,-1,0,0,31,35,-41
-55,249,-7,-1,0,1,31,35,-41
13,249,-7,-1,0,1,31,35,-41
0,233,-7,-1,0,0,31,35,-41
-169,146,-7,0,0,0,31,35,-41
-250,78,-7,0,0,0,31,35,-41
-250,55,-7,0,0,0,42,59,-27
-250,83,-7,0,0,0,42,59,-27
-250,151,-7,0,0,0,42,59,-27
-250,205,-8,0,0,0,42,59,-27
-250,189,-7,0,0,0,42,59,-27
-250,192,-7,0,0,1,42,59,-27
-250,201,-8,0,0,1,42,59,-27
-250,201,-8,0,0,1,42,59,-27
-250,189,-7,0,0,1,42,59,-27
-250,175,-7,0,0,0,42,59,-27
-250,156,-8,0,0,1,42,59,-27
-250,131,-8,0,0,1,42,59,-27
-190,103,-8,0,0,1,42,59,-27
-73,91,-8,0,0,1,46,66,-33
-4,91,-8,0,0,1,46,66,-33
1,107,-8,0,0,0,46,66,-33
-24,138,-8,0,0,0,46,66,-33
-25,164,-8,0,0,0,46,66,-33
-10,171,-7,0,0,0,46,66,-33
-78,155,-7,0,0,0,46,66,-33
-250,110,-8,0,0,0,46,66,-33
-250,57,-8,0,0,0,46,66,-33
-250,58,-8,0,0,1,46,66,-33
-250,45,-8,0,0,1,46,66,-33
-164,17,-8,0,0,1,46,66,-33
-83,-9,-8,0,0,1,46,67,-37
-39,-29,-8,0,0,0,46,67,-37
12,-27,-7,0,0,0,46,67,-37
50,-2,-8,0,0,0,46,67,-37
97,38,-8,0,0,0,46,67,-37
230,82,-7,0,0,0,46,67,-37
203,143,-8,0,0,0,46,67,-37
-196,132,-8,0,0,-1,46,67,-37
-219,90,-8,0,0,0,46,67,-37
-174,81,-8,0,0,1,46,67,-37
-117,82,-8,0,0,1,46,67,-37
-31,89,-8,0,0,1,46,67,-37
37,88,-8,0,0,1,42,55,-30
58,66,-8,0,0,0,42,55,-30
33,22,-8,0,0,0,42,55,-30
-18,-33,-8,0,0,0,42,55,-30
-31,-98,-8,0,0,1,42,55,-30
88,-161,-8,0,0,1,42,55,-30
249,-224,-8,-1,0,1,42,55,-30
249,-250,-8,0,0,1,42,55,-30
249,-250,-7,0,0,1,42,55,-30
249,-250,-8,0,0,1,42,55,-30
210,-250,-8,0,0,0,42,55,-30
144,-250,-7,0,0,0,42,55,-30
108,-250,-8,0,0,0,42,55,-30
121,-250,-8,-1,0,0,25,41,-26
170,-250,-8,-1,0,0,25,41,-26
236,-250,-8,-1,0,0,25,41,-26
249,-250,-8,-1,0,0,25,41,-26
249,-250,-8,-1,0,0,25,41,-26
249,-250,-8,-1,0,0,25,41,-26
249,-250,-8,-1,0,0,25,41,-26
234,-250,-8,-1,0,0,25,41,-26
189,-250,-8,-1,0,0,25,41,-26
145,-250,-8,-1,0,0,25,41,-26
114,-250,-8,-1,0,0,25,41,-26
90,-250,-7,-1,0,0,25,41,-26
64,-250,-8,-1,0,0,20,39,-27
44,-250,-8,-1,0,0,20,39,-27
49,-250,-7,-1,0,0,20,39,-27
67,-250,-8,-1,0,0,20,39,-27
67,-250,-8,-1,0,0,20,39,-27
46,-246,-7,-1,0,0,20,39,-27
13,-227,-8,-1,0,0,20,39,-27
-23,-205,-7,-1,0,0,20,39,-27
-60,-178,-8,-1,0,0,20,39,-27
-89,-148,-7,0,0,0,20,39,-27
-113,-122,-7,0,0,0,20,39,-27
-137,-98,-7,0,0,0,20,39,-27
-161,-74,-8,0,0,0,35,54,-22
-182,-51,-7,0,0,0,35,54,-22
-203,-34,-7,0,0,0,35,54,-22
-233,-20,-8,0,0,0,35,54,-22
-244,0,-7,0,0,0,35,54,-22
-216,35,-7,0,0,0,35,54,-22
-184,80,-7,0,0,0,35,54,-22
-196,115,-7,0,0,0,35,54,-22
-243,124,-7,0,0,0,35,54,-22
-250,115,-7,0,0,0,35,54,-22
-250,91,-7,0,0,0,35,54,-22
-240,57,-7,0,0,0,35,54,-22
-218,5,-7,0,0,1,35,54,-22
-204,-75,-7,0,0,1,9,61,-27
-190,-169,-8,0,0,1,9,61,-27
-159,-249,-7,1,0,1,9,61,-27
-99,-250,-7,1,0,1,9,61,-27
-26,-250,-7,1,0,1,9,61,-27
41,-250,-7,0,-1,1,9,61,-27
66,-250,-7,1,-1,1,9,61,-27
37,-250,-7,1,-1,1,9,61,-27
-6,-250,-7,1,-1,0,9,61,-27
-28,-250,-8,1,-1,0,9,61,-27
-33,-250,-8,1,-1,0,9,61,-27
-26,-250,-8,1,-2,0,9,61,-27
-14,-250,-8,1,-2,0,11,83,-45
-21,-250,-8,1,-2,0,11,83,-45
-8,-250,-7,1,-2,0,11,83,-45
-64,-250,-8,1,-2,0,11,83,-45
-64,-250,-8,1,-2,0,11,83,-45
249,-250,-8,1,-1,1,11,83,-45
249,-250,-8,0,-2,0,11,83,-45
249,-250,-8,0,-1,0,11,83,-45
249,-250,-8,0,-1,0,11,83,-45
249,-250,-8,0,-1,0,11,83,-45
233,-250,-8,0,-1,0,11,83,-45
193,-250,-8,0,0,0,11,83,-45
152,-250,-8,0,0,-1,31,86,-45
107,-250,-8,0,0,-1,31,86,-45
61,-250,-8,0,0,-1,31,86,-45
17,-250,-8,0,0,-1,31,86,-45
-14,-250,-8,0,0,-1,31,86,-45
-33,-250,-8,-1,0,-1,31,86,-45
-37,-250,-8,-1,0,-1,31,86,-45
-34,-230,-8,-1,0,-1,31,86,-45
-34,-159,-8,-1,0,-1,31,86,-45
-42,-80,-8,-1,0,-1,31,86,-45
-60,0,-8,-1,0,-2,31,86,-45
-71,93,-8,-1,0,-2,31,86,-45
-62,182,-8,-1,0,-1,31,86,-45
-33,249,-8,-1,0,-1,16,83,-38
13,249,-7,0,0,-1,16,83,-38
72,249,-7,0,0,-1,16,83,-38
142,249,-7,0,0,0,16,83,-38
213,249,-8,0,0,0,16,83,-38
249,249,-8,0,0,0,16,83,-38
249,249,-7,0,0,0,16,83,-38
224,249,-8,0,0,0,16,83,-38
170,249,-7,0,0,0,16,83,-38
113,249,-7,0,0,-1,16,83,-38
54,249,-8,0,0,-1,16,83,-38
24,249,-7,0,0,0,16,83,-38
43,249,-7,0,0,0,12,70,-26
95,249,-7,0,0,0,12,70,-26
154,249,-8,0,0,0,12,70,-26
190,249,-7,0,0,0,12,70,-26
189,249,-7,0,0,0,12,70,-26
156,249,-8,0,0,0,12,70,-26
110,249,-8,0,0,0,12,70,-26
58,249,-7,0,0,0,12,70,-26
2,249,-7,0,0,0,12,70,-26
-38,249,-7,0,0,0,12,70,-26
-66,249,-8,0,0,0,12,70,-26
-91,249,-8,0,0,0,12,70,-26
-105,249,-8,0,0,0,12,70,-26
-91,249,-7,0,0,0,20,61,-23
-59,249,-8,0,0,0,20,61,-23
-34,249,-8,0,-1,0,20,61,-23
-31,249,-8,1,-1,0,20,61,-23
-37,249,-7,1,-1,0,20,61,-23
-27,214,-7,1,-1,0,20,61,-23
17,180,-7,1,-1,1,20,61,-23
97,166,-8,1,-1,1,20,61,-23
182,166,-7,1,-1,1,20,61,-23
249,175,-8,1,-1,0,20,61,-23
249,188,-8,1,-1,0,20,61,-23
249,191,-8,1,-1,0,20,61,-23
249,182,-8,1,-1,0,25,48,-22
249,169,-8,1,-1,0,25,48,-22
249,159,-8,1,-1,0,25,48,-22
249,153,-8,1,0,0,25,48,-22
249,148,-8,1,0,0,25,48,-22
226,142,-8,1,0,0,25,48,-22
204,129,-8,1,0,0,25,48,-22
183,107,-8,1,0,0,25,48,-22
163,77,-8,0,0,0,25,48,-22
148,35,-8,0,0,0,25,48,-22
150,-19,-8,0,0,0,25,48,-22
188,-81,-8,0,0,0,25,48,-22
249,-135,-8,0,0,0,9,40,-35
249,-172,-8,0,0,0,9,40,-35
249,-190,-8,0,0,0,9,40,-35
249,-188,-8,0,0,0,9,40,-35
249,-170,-8,0,0,0,9,40,-35
249,-150,-8,0,0,0,9,40,-35
249,-137,-8,0,0,0,9,40,-35
249,-134,-8,0,0,0,9,40,-35
249,-137,-8,0,0,0,9,40,-35
249,-145,-8,0,0,0,9,40,-35
249,-161,-8,0,0,0,9,40,-35
193,-185,-8,0,0,0,9,40,-35
146,-207,-8,0,0,0,9,40,-35
122,-218,-8,0,0,0,-1,51,-43
111,-217,-8,0,0,0,-1,51,-43
89,-206,-8,0,0,-1,-1,51,-43
42,-192,-8,0,0,-1,-1,51,-43
-17,-176,-8,0,0,-1,-1,51,-43
-73,-161,-8,0,0,-1,-1,51,-43
-106,-146,-8,0,0,-1,-1,51,-43
-104,-131,-8,0,0,-1,-1,51,-43
-76,-115,-8,0,0,-1,-1,51,-43
-43,-104,-8,0,0,0,-1,51,-43
-19,-100,-8,0,0,-1,-1,51,-43
-13,-89,-7,0,0,-1,-1,51,-43
-17,-67,-7,0,0,-1,0,52,-36
-16,-42,-8,0,0,-1,0,52,-36
-4,-21,-7,0,0,-1,0,52,-36
8,1,-8,0,0,-1,0,52,-36
13,31,-8,0,0,-1,0,52,-36
13,77,-7,0,0,-1,0,52,-36
10,139,-8,0,0,-1,0,52,-36
0,207,-7,0,0,-1,0,52,-36
-11,249,-8,0,0,-1,0,52,-36
-6,249,-7,0,0,-1,0,52,-36
9,249,-8,0,0,-1,0,52,-36
17,249,-8,0,0,-1,0,52,-36
2,249,-8,0,0,-1,20,51,-21
4,249,-8,0,0,-1,20,51,-21
20,249,-8,0,0,0,20,51,-21
45,249,-8,0,0,0,20,51,-21
73,249,-8,0,0,0,20,51,-21
95,249,-8,0,0,0,20,51,-21
104,249,-8,0,0,0,20,51,-21
104,249,-8,0,0,0,20,51,-21
104,249,-8,0,0,0,20,51,-21
118,249,-8,0,0,0,20,51,-21
152,249,-8,0,0,0,20,51,-21
189,249,-8,0,0,0,20,51,-21
206,249,-8,0,0,0,20,51,-21
186,249,-8,0,0,0,44,50,-32
135,249,-8,0,0,0,44,50,-32
83,249,-8,0,0,0,44,50,-32
55,249,-7,0,0,0,44,50,-32
55,249,-8,0,0,0,44,50,-32
65,249,-8,0,0,0,44,50,-32
77,249,-8,-1,0,0,44,50,-32
79,249,-8,-1,0,0,44,50,-32
61,249,-7,-1,0,0,44,50,-32
32,249,-8,-1,0,0,44,50,-32
10,249,-8,-1,0,0,44,50,-32
15,249,-7,0,0,1,44,50,-32
47,249,-7,0,0,1,47,59,-40
80,249,-7,0,0,1,47,59,-40
92,249,-7,0,0,1,47,59,-40
66,249,-8,0,0,1,47,59,-40
14,249,-8,0,0,1,47,59,-40
-23,167,-7,0,0,1,47,59,-40
-4,17,-7,0,0,1,47,59,-40
31,-104,-8,0,0,1,47,59,-40
43,-166,-7,0,0,1,47,59,-40
61,-220,-7,0,0,1,47,59,-40
84,-250,-8,0,0,1,47,59,-40
107,-250,-7,0,0,1,47,59,-40
129,-250,-7,0,0,1,28,59,-20
154,-250,-7,0,0,1,28,59,-20
186,-250,-7,0,0,1,28,59,-20
217,-250,-7,0,0,1,28,59,-20
230,-250,-7,0,0,1,28,59,-20
222,-250,-8,0,0,1,28,59,-20
201,-250,-8,0,0,0,28,59,-20
176,-250,-8,0,0,0,28,59,-20
167,-250,-8,0,0,0,28,59,-20
187,-250,-8,0,0,0,28,59,-20
234,-250,-7,0,0,0,28,59,-20
249,-250,-7,0,0,0,28,59,-20
249,-250,-7,0,0,0,28,59,-20
249,-250,-8,0,0,0,8,57,-28
249,-250,-8,0,0,0,8,57,-28
236,-250,-7,0,0,0,8,57,-28
168,-250,-8,0,0,-1,8,57,-28
97,-250,-7,0,0,-1,8,57,-28
28,-250,-8,0,0,-1,8,57,-28
-29,-250,-8,0,0,-1,8,57,-28
-68,-250,-8,0,0,-1,8,57,-28
-88,-226,-8,0,0,-1,8,57,-28
-87,-173,-7,0,0,-1,8,57,-28
-60,-130,-8,0,0,-1,8,57,-28
-13,-96,-8,0,0,-1,8,57,-28
35,-66,-8,0,0,-1,26,61,-22
71,-37,-8,0,0,-1,26,61,-22
91,-5,-8,0,0,-1,26,61,-22
97,47,-8,0,0,-1,26,61,-22
91,129,-8,0,0,-1,26,61,-22
74,240,-8,0,0,-1,26,61,-22
45,249,-7,0,0,-1,26,61,-22
11,249,-8,0,0,-1,26,61,-22
-10,249,-8,0,0,-1,26,61,-22
-8,249,-8,0,0,-1,26,61,-22
12,249,-8,0,0,0,26,61,-22
40,249,-8,0,0,0,26,61,-22
61,249,-8,0,0,0,47,60,-39
70,249,-7,0,0,0,47,60,-39
70,249,-8,0,0,0,47,60,-39
63,249,-8,0,0,0,47,60,-39
48,249,-8,0,0,0,47,60,-39
26,249,-8,0,0,0,47,60,-39
5,249,-7,0,0,1,47,60,-39
0,249,-7,0,0,1,47,60,-39
6,249,-8,0,0,1,47,60,-39
10,249,-8,0,0,1,47,60,-39
6,249,-8,0,0,1,47,60,-39
8,238,-7,0,0,1,47,60,-39
14,184,-8,0,0,1,47,60,-39
28,140,-8,0,0,1,46,57,-33
53,106,-8,0,0,1,46,57,-33
91,79,-7,0,0,1,46,57,-33
122,47,-8,0,0,1,46,57,-33
119,4,-8,0,0,1,46,57,-33
86,-46,-8,0,0,1,46,57,-33
60,-116,-8,0,0,1,46,57,-33
60,-220,-8,0,0,1,46,57,-33
81,-250,-8,0,0,1,46,57,-33
92,-250,-8,0,0,1,46,57,-33
77,-250,-8,0,0,1,46,57,-33
36,-250,-8,0,0,1,46,57,-33
-8,-250,-8,0,0,1,14,49,-25
-19,-250,-8,0,0,1,14,49,-25
14,-250,-8,0,0,1,14,49,-25
79,-250,-8,0,0,1,14,49,-25
146,-250,-8,0,0,1,14,49,-25
189,-250,-7,0,0,0,14,49,-25
203,-250,-8,0,0,0,14,49,-25
188,-250,-7,0,0,0,14,49,-25
157,-250,-8,0,0,0,14,49,-25
121,-250,-8,0,0,0,14,49,-25
80,-250,-8,0,0,-1,14,49,-25
37,-250,-8,0,0,-1,14,49,-25
1,-250,-8,0,0,-1,14,49,-25
-23,-250,-8,0,0,-1,8,52,-28
-31,-201,-8,0,0,-1,8,52,-28
-22,-158,-8,0,0,-1,8,52,-28
0,-121,-8,0,0,-1,8,52,-28
38,-89,-8,0,0,-1,8,52,-28
92,-63,-8,0,0,0,8,52,-28
147,-38,-8,0,0,-1,8,52,-28
182,-11,-8,0,0,-1,8,52,-28
179,24,-8,0,0,-1,8,52,-28
131,77,-8,0,0,-1,8,52,-28
51,157,-7,0,0,-2,8,52,-28
-40,249,-8,0,0,-2,8,52,-28
-121,249,-8,0,0,-2,44,56,-30
-173,249,-8,0,0,-2,44,56,-30
-185,249,-8,0,0,-1,44,56,-30
-156,249,-8,0,0,-1,44,56,-30
-88,249,-8,0,0,0,44,56,-30
-7,249,-7,0,0,0,44,56,-30
59,249,-8,0,0,0,44,56,-30
96,249,-8,0,0,0,44,56,-30
98,249,-8,0,0,0,44,56,-30
76,249,-8,0,0,0,44,56,-30
36,249,-7,0,0,0,44,56,-30
-21,249,-7,0,0,0,44,56,-30
-73,249,-7,0,0,1,43,65,-32
-101,249,-7,0,0,1,43,65,-32
-113,249,-8,0,0,1,43,65,-32
-126,249,-7,0,0,1,43,65,-32
-110,219,-8,0,0,1,43,65,-32
-59,89,-8,0,0,1,43,65,-32
-3,-55,-8,0,0,1,43,65,-32
45,-203,-8,0,0,1,43,65,-32
93,-250,-7,0,0,1,43,65,-32
150,-250,-8,0,0,1,43,65,-32
215,-250,-8,0,0,1,43,65,-32
249,-250,-8,0,0,1,43,65,-32
249,-250,-8,0,0,1,43,65,-32
249,-250,-8,0,0,1,12,48,-25
249,-250,-8,0,0,1,12,48,-25
249,-250,-8,0,0,1,12,48,-25
249,-250,-8,0,0,0,12,48,-25
249,-250,-7,0,0,0,12,48,-25
249,-250,-8,0,0,0,12,48,-25
249,-250,-8,0,0,0,12,48,-25
249,-250,-8,0,0,0,12,48,-25
249,-250,-8,0,0,-1,12,48,-25
161,-250,-8,0,0,-1,12,48,-25
55,-250,-8,0,0,-1,12,48,-25
-39,-250,-8,0,0,-1,12,48,-25
-113,-250,-8,0,0,-1,6,59,-28
-158,-250,-8,0,0,-1,6,59,-28
-173,-215,-8,0,0,-1,6,59,-28
-164,-140,-8,0,0,-1,6,59,-28
-142,-77,-8,0,0,-1,6,59,-28
-110,-38,-8,0,0,-1,6,59,-28
-68,-16,-8,0,0,-1,6,59,-28
-19,0,-8,0,0,-1,6,59,-28
31,21,-8,0,0,-1,6,59,-28
75,50,-8,0,0,-1,6,59,-28
99,89,-8,0,0,-1,6,59,-28
91,133,-7,0,0,-1,6,59,-28
50,188,-8,0,0,-1,41,61,-26
-9,249,-8,0,0,-1,41,61,-26
-63,249,-8,0,0,-1,41,61,-26
-77,249,-8,0,0,-1,41,61,-26
-47,249,-7,0,0,-1,41,61,-26
7,249,-7,0,0,-1,41,61,-26
51,249,-7,0,0,0,41,61,-26
62,249,-8,0,0,0,41,61,-26
49,249,-8,0,0,0,41,61,-26
14,249,-8,0,0,0,41,61,-26
-33,249,-8,0,0,0,41,61,-26
-75,249,-8,0,0,0,41,61,-26
-110,249,-7,0,0,1,41,61,-26
-143,249,-8,0,0,1,44,72,-37
-176,249,-8,0,0,1,44,72,-37
-199,249,-8,0,0,1,44,72,-37
-195,249,-7,0,0,1,44,72,-37
-137,217,-7,0,0,1,44,72,-37
-47,151,-7,0,0,1,44,72,-37
23,83,-8,0,0,1,44,72,-37
53,21,-8,0,0,1,44,72,-37
62,-25,-8,0,0,1,44,72,-37
82,-65,-7,0,0,1,44,72,-37
126,-102,-8,0,0,1,44,72,-37
188,-146,-7,0,0,1,44,72,-37
237,-198,-8,0,0,1,24,55,-20
249,-250,-7,0,0,1,24,55,-20
249,-250,-8,0,0,1,24,55,-20
249,-250,-8,0,0,1,24,55,-20
249,-250,-8,0,0,1,24,55,-20
249,-250,-7,0,0,1,24,55,-20
249,-250,-7,0,0,1,24,55,-20
249,-250,-8,0,0,0,24,55,-20
249,-250,-8,0,0,0,24,55,-20
249,-250,-8,0,0,0,24,55,-20
249,-250,-7,0,0,0,24,55,-20
249,-250,-8,0,0,0,24,55,-20
249,-250,-8,0,0,0,4,50,-28
249,-250,-8,0,0,0,4,50,-28
249,-250,-8,0,0,0,4,50,-28
249,-250,-8,0,0,-1,4,50,-28
249,-250,-8,0,0,-1,4,50,-28
200,-250,-8,0,0,-1,4,50,-28
122,-250,-8,0,0,-1,4,50,-28
46,-241,-8,0,0,-1,4,50,-28
-21,-195,-8,0,0,-1,4,50,-28
-70,-150,-8,0,0,-1,4,50,-28
-97,-105,-8,0,0,-1,4,50,-28
-101,-59,-8,0,0,-1,4,50,-28
-84,-12,-7,0,0,-1,4,50,-28
-57,31,-8,0,0,-1,15,56,-23
-30,68,-8,0,0,-1,15,56,-23
-7,96,-8,0,0,-1,15,56,-23
7,123,-8,0,0,-1,15,56,-23
11,152,-8,0,0,-1,15,56,-23
5,189,-8,0,0,-1,15,56,-23
-4,237,-8,0,0,-1,15,56,-23
-7,249,-8,0,0,-1,15,56,-23
2,249,-8,0,0,-1,15,56,-23
28,249,-8,0,0,-1,15,56,-23
59,249,-8,0,0,0,15,56,-23
68,249,-8,0,0,0,15,56,-23
50,249,-8,0,0,0,42,58,-29
20,249,-8,0,0,0,42,58,-29
-12,249,-8,0,0,0,42,58,-29
-41,249,-8,0,0,0,42,58,-29
-71,249,-8,0,0,0,42,58,-29
-85,249,-8,0,0,0,42,58,-29
-83,249,-8,0,0,0,42,58,-29
-74,249,-7,0,0,0,42,58,-29
-46,249,-8,0,0,0,42,58,-29
-16,249,-8,0,0,0,42,58,-29
-4,249,-8,0,0,1,42,58,-29
-5,249,-8,0,0,1,42,58,-29
-13,249,-8,0,0,1,42,58,-29
-38,249,-8,0,0,0,46,64,-43
-68,249,-8,0,0,0,46,64,-43
-91,249,-8,0,0,0,46,64,-43
-119,249,-8,-1,0,0,46,64,-43
-152,249,-8,-1,0,0,46,64,-43
-170,249,-8,-1,0,1,46,64,-43
-162,242,-8,-1,0,1,46,64,-43
-137,195,-8,-1,0,1,46,64,-43
-115,144,-8,-1,0,1,46,64,-43
-112,96,-7,-1,0,1,46,64,-43
-139,49,-7,-1,0,1,46,64,-43
-172,24,-7,-1,0,1,46,64,-43
-170,29,-7,-1,0,1,35,82,-43
-132,52,-7,-1,0,1,35,82,-43
-78,77,-8,-1,0,1,35,82,-43
-24,80,-8,-1,0,1,35,82,-43
9,53,-7,-1,0,1,35,82,-43
21,0,-7,-1,0,1,35,82,-43
8,-75,-7,-1,0,1,35,82,-43
-21,-169,-7,-1,0,1,35,82,-43
-70,-250,-7,-1,0,1,35,82,-43
-138,-250,-7,-1,0,1,35,82,-43
-209,-250,-7,0,0,1,35,82,-43
-245,-250,-7,0,0,1,35,82,-43
-250,-250,-7,0,0,1,20,84,-54
-250,-250,-7,0,0,1,20,84,-54
-246,-250,-7,0,0,1,20,84,-54
-237,-250,-7,0,0,0,20,84,-54
-224,-250,-7,0,0,0,20,84,-54
-207,-250,-7,0,0,0,20,84,-54
-188,-250,-7,0,0,0,20,84,-54
-166,-250,-7,0,0,0,20,84,-54
-150,-250,-7,0,0,-1,20,84,-54
-144,-250,-8,0,0,-1,20,84,-54
-143,-250,-7,0,0,-1,20,84,-54
-138,-250,-8,0,0,-1,20,84,-54
-125,-250,-8,0,0,-1,20,84,-54
-101,-224,-8,0,0,-1,25,85,-54
-70,-195,-8,0,0,0,25,85,-54
-39,-161,-8,0,0,0,25,85,-54
-20,-120,-7,0,0,-1,25,85,-54
-16,-72,-7,0,0,-1,25,85,-54
-12,-14,-8,0,0,-1,25,85,-54
7,47,-7,0,0,-1,25,85,-54
39,102,-8,0,0,-1,25,85,-54
75,140,-8,0,0,0,25,85,-54
115,163,-8,0,0,0,25,85,-54
163,172,-8,0,0,0,25,85,-54
214,174,-8,0,0,0,25,85,-54
246,168,-8,0,0,0,36,82,-43
245,152,-8,0,0,0,36,82,-43
228,120,-8,0,0,0,36,82,-43
219,83,-8,0,0,0,36,82,-43
236,55,-8,0,0,0,36,82,-43
249,42,-8,0,0,0,36,82,-43
249,43,-8,0,0,0,36,82,-43
249,64,-8,0,0,0,36,82,-43
249,101,-8,0,0,-1,36,82,-43
249,140,-8,0,0,-1,36,82,-43
249,175,-8,0,0,0,36,82,-43
249,207,-7,0,0,0,36,82,-43
249,231,-7,-1,0,0,25,78,-30
249,241,-7,-1,0,0,25,78,-30
249,245,-8,-1,0,0,25,78,-30
249,249,-7,-1,0,0,25,78,-30
249,249,-7,-1,0,0,25,78,-30
249,249,-8,-1,0,0,25,78,-30
249,249,-7,0,0,0,25,78,-30
249,249,-7,0,0,0,25,78,-30
249,249,-7,0,0,0,25,78,-30
249,245,-7,0,0,0,25,78,-30
249,228,-7,0,0,0,25,78,-30
249,201,-7,0,0,0,25,78,-30
249,166,-8,0,0,0,25,78,-30
249,135,-7,0,0,0,20,53,-22
249,118,-8,0,0,0,20,53,-22
249,102,-8,0,0,0,20,53,-22
249,75,-7,0,0,0,20,53,-22
249,52,-7,0,0,0,20,53,-22
249,39,-7,0,0,0,20,53,-22
249,40,-7,0,0,0,20,53,-22
249,54,-7,0,0,0,20,53,-22
249,79,-7,1,0,0,20,53,-22
249,93,-8,1,0,0,20,53,-22
249,81,-8,1,0,0,20,53,-22
220,-12,-8,1,0,0,20,53,-22
205,-117,-8,1,-1,1,9,52,-26
249,-112,-8,1,0,1,9,52,-26
249,-144,-8,0,0,0,9,52,-26
249,-127,-8,0,0,0,9,52,-26
249,-108,-8,0,0,0,9,52,-26
249,-96,-8,0,0,-1,9,52,-26
249,-84,-8,0,0,-1,9,52,-26
147,-73,-8,0,0,-1,9,52,-26
40,-51,-8,0,0,-1,9,52,-26
-38,-12,-8,0,0,-1,9,52,-26
